artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,energy_scaled,valence_scaled,tempo_scaled,danceability_scaled,loudness_scaled
Wynn,6r8sLATDL9inopeW5ZeV9v,All the Same,0.0231,0.893,205313,0.517,0.0,6,0.1169999999999999,-7.141,1,0.113,128.019,4,0.7070000000000001,59,-0.1965002220049825,1.0302902444325703,0.28800467922088124,1.6450290061011517,0.4372255743052741
Yung Gravy,5GxnROd93Y7NGt2ci0TwBw,Mr. Clean,0.685,0.758,211150,0.701,6.22e-06,9,0.114,-6.053,1,0.162,106.74,4,0.626,76,0.5081752341781635,0.7178546649978487,-0.41618850161435966,0.9351416091391972,0.6030090495528815
Juan Rios,1q7p55O8EXdAIwiRSy4kE6,Wake Up,0.0913,0.6609999999999999,231978,0.225,0.241,9,0.0724,-14.733,0,0.0646,166.118,4,0.434,20,-1.3147895329043233,-0.022733375143713243,1.5488278380460996,0.4250743683591259,-0.719601764003398
Black Saint,0qMLVwbaAlxynFWAXplJXE,Ante Up (feat. Rationale),0.012,0.862,186189,0.858,0.0,0,0.0759,-4.363,1,0.135,118.034,4,0.619,44,1.1094472266822613,0.6908540593676875,-0.042432320198258586,1.482017826058036,0.8605219844503598
EXID,0LLlEdG58tMunJ2Dbqv6Wl,Dreamer (Solji Solo) [Remastered 2018] - Instrumental,0.0305,0.6509999999999999,205076,0.644,0.177,9,0.0681,-6.13,1,0.0411,94.992,4,0.184,15,0.28987903307794993,-0.9870407190780386,-0.8049690593685962,0.37249011673231436,0.5912762116906887
Tom Wilson Kellett,4FmFSr5kIBgHijFDsAE64o,The Feeling,0.0931,0.556,291600,0.7509999999999999,0.00468,3,0.078,-8.048,1,0.0261,99.958,4,0.532,11,0.6996631298801052,0.3552751036785424,-0.6406275331677502,-0.12706027372239348,0.2990218867597043
Kai Straw,6bjNq1IVWh67RY5E3lQkJ8,#1 Customer,0.0869,0.705,213818,0.516,0.0,10,0.111,-6.492000000000001,0,0.0567,109.908,4,0.239,22,-0.20032997991902132,-0.7748931034124871,-0.3113488006469248,0.6564450755170964,0.5361166362866132
Soft Eyez,2lv968At8Z3Z92NsD1sKco,Classroom Naps,0.258,0.87,96000,0.8009999999999999,0.347,1,0.128,-9.177,1,0.079,100.074,4,0.857,48,0.8911510255820472,1.608874650793165,-0.6367887057333366,1.5240852273594852,0.12699105628677357
Usher,3eKNhLFP3smSZTsyXFZchJ,Birthday,0.0187,0.8270000000000001,204653,0.7,0.0,8,0.138,-6.403,1,0.0985,144.987,4,0.8240000000000001,51,0.5043454762641246,1.4815860813938346,0.8495324715237317,1.2979729453641964,0.5496779683610961
EMBRZ,611GqPe9CiIGH4uh18YH0h,Close 2 U (feat. Harvie),0.436,0.629,205521,0.424,2.71e-05,5,0.119,-9.813,1,0.0867,94.986,4,0.1639999999999999,44,-0.5526677080105945,-1.0641853065927849,-0.8051676194083073,0.25680476315332973,0.030080863035414702
Frédéric Chopin,7LMCaFE7VJavZYvvJb4m3s,"Mazurkas, Op. 67: No. 3 in C Major",0.994,0.396,83187,0.1119999999999999,0.879,7,0.0786,-22.134,1,0.0419,97.673,4,0.418,7,-1.7475521771907125,-0.08444904515551012,-0.7162458149577086,-0.9684082997513765,-1.8473255694331243
Handsome Ghost,3cmcy7BwekXhIzysIdhLng,Reckless Lover - Acoustic,0.855,0.633,240579,0.222,0.0,10,0.107,-10.380999999999998,1,0.0301,111.411,4,0.61,50,-1.32627880664644,0.6561389949860518,-0.26160951069930666,0.2778384638040543,-0.05646786301296823
Netherfriends,4xudIlOd4g9OYISgoG2ud6,"Don't Complain, You Piece of Shit",0.153,0.838,151111,0.46,0.0,7,0.0916,-7.792000000000001,0,0.121,179.96900000000002,4,0.233,15,-0.41479642310519627,-0.7980364796669107,2.0072036897190606,1.3558156221536883,0.338029763288553
BAMBARA,3YH7wi8uWCS2RZMtFdE2EV,Monument,0.00114,0.475,228768,0.925,0.3329999999999999,9,0.287,-7.057,1,0.0617,140.08700000000002,4,0.506,3,1.3660410069228635,0.2549871399093725,0.6873751057597078,-0.5529927118995664,0.45002503379130254
J_ust,6kZbHiG44E9HcD1Dq9AhNS,Into You,0.752,0.6,242975,0.2189999999999999,2.24e-05,5,0.193,-8.281,1,0.0282,102.035,3,0.172,22,-1.3377680803885568,-1.0333274715868863,-0.571892666087775,0.10431043343557643,0.2635186241377442
Perfect Angel,3rgzln1mJA8ZyNg9tgxxYJ,No Hope,2e-05,0.375,99500,0.802,0.545,2,0.392,-15.58,1,0.0453,175.033,4,0.3989999999999999,34,0.8949807834960865,-0.15773640329451913,1.8438549637167685,-1.0788352281676807,-0.8486629804875188
Smyang Piano,1VkT3PH4n0aTk8upU0BcZw,Autumn Leaves,0.989,0.474,192079,0.0744,0.8909999999999999,6,0.0813,-19.638,1,0.0513,120.816,4,0.0807,43,-1.8915510747585722,-1.3854925135917018,0.049633351547765034,-0.5582511370622476,-1.4669987732768488
Joe Purdy,4Xn6RkREeCRxw0bCMHnH3H,Hello Stranger,0.501,0.645,93394,0.376,0.13,2,0.121,-12.529000000000002,1,0.031,113.385,4,0.899,13,-0.7364960878844587,1.770878284574132,-0.1962832576343709,0.3409395657562281,-0.38376832701284064
Kill Paris,5mTBqN4NR34Kij3PkmC494,Red Lights (feat. Dotter) [Just A Gent Remix],0.2269999999999999,0.741,227875,0.608,0.0848,8,0.1159999999999999,-7.388,0,0.0756,120.018,4,0.251,46,0.15200774817255167,-0.7286063509036393,0.023224866266195264,0.8457483813736176,0.3995890684356426
Rain Sounds Sleep,1XXpFZLtr5acAgkhcFxZZ6,Soft Soothing Rain,0.263,0.335,222354,0.999,0.986,11,0.937,-22.509,1,0.0339,96.444,3,0.0019,16,1.6494430925617374,-1.689442188399801,-0.756917529758522,-1.2891722346749264,-1.90446601356718
Shea Abshier & the Nighthowlers,0cJ0mBGOXxUI5xzdSmClCc,Wash Away,0.2319999999999999,0.612,184587,0.608,0.0,7,0.124,-6.989,1,0.0891,148.013,4,0.733,0,0.15200774817255167,1.1305782082017397,0.9496729182180051,0.1674115353877502,0.4603865009942781
Welles,7teU2unEcdaUBjgOCZ3has,Seventeen,0.00463,0.422,338121,0.652,4.2e-06,4,0.0948,-5.65,0,0.0325,83.251,4,0.381,26,0.32051709639026066,-0.22716653205779017,-1.19351796374317,-0.831689245521667,0.6644159801822801
Mr. Jones,4thphHHGmMH0d4cOyWLupA,Beautiful,0.00467,0.715,144799,0.361,0.95,5,0.162,-9.612,0,0.0914,112.022,4,0.964,15,-0.7939424565950414,2.021598193997056,-0.24138947998873117,0.7090293271439079,0.060708141091268715
White Noise Baby Sleep,1qvijjZes4U8UFv8682Z7Z,Travel White Noise,0.923,0.0689,200294,0.3979999999999999,0.341,10,0.0902,-29.298,0,0.203,78.65,4,0.0383,4,-0.6522414137756046,-1.5490390391229634,-1.345780420861594,-2.688439170464379,-2.9389366141701267
Mavi Phoenix,5z0EPJmfSFYFS74Aqj5ks1,Yellow,0.21,0.731,174372,0.831,1.4300000000000002e-05,9,0.132,-4.222,0,0.0335,139.95600000000002,4,0.503,38,1.0060437630032124,0.24341545178216056,0.6830398782260165,0.7931641297468062,0.8820067914447648
Jazz Cartier,6HKmRDdB3jMYRrd8TfFsKM,GODFLOWER,0.0269,0.6459999999999999,180227,0.823,2.52e-05,10,0.111,-4.845,0,0.0445,74.993,4,0.325,42,0.9754056996909017,-0.44317137709907906,-1.4668027650654796,0.3461979909189086,0.7870774669233868
Mahlano Da'don,6semTHEe2VFA55uxMZ9EOO,Days Turn Into Nights,0.605,0.494,169013,0.8270000000000001,0.0,9,0.401,-8.187999999999999,0,0.348,90.493,4,0.691,0,0.9907247313470575,0.968574574420773,-0.9538559958119325,-0.4530826338086246,0.2776894542829903
Yella Beezy,79BfaYJzuQbcRupNKVGXVR,"That's On Me (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy) - Remix",0.0193,0.8270000000000001,352977,0.623,0.0,4,0.0589,-6.199,0,0.35,131.904,4,0.357,54,0.20945411688313428,-0.3197400370754855,0.4165723049337861,1.2979729453641964,0.5807623699700224
Lily Allen,1B8C0h5Y8MRvzK7j17BODg,"Mad World - Recorded at Metropolis Studios, London",0.943,0.585,173680,0.211,1.67e-05,6,0.0962,-11.807,1,0.0358,92.449,4,0.386,60,-1.3684061437008672,-0.20788038517910365,-0.8891254228661299,0.025434055995359216,-0.2737539252400716
GOT7,0lPYCQPVBPuLnlvAtHpi92,I Won't Let You Go - Instrumental,0.0013,0.593,215747,0.923,0.608,1,0.0667,-3.654,0,0.0306,99.998,4,0.308,34,1.3583814910947858,-0.5087442764866132,-0.6393037995696764,0.0675014572968084,0.968555517493148
TrOLL3R,0Asiz1UwG4C59n1btJNBej,Afterhour - Monoplate Remix,0.0792,0.81,409180,0.73,0.8759999999999999,6,0.107,-8.244,1,0.0789,121.996,4,0.5539999999999999,0,0.6192382136852899,0.4401341499447627,0.08868349269093806,1.2085797175986168,0.2691564812923045
Leonard Bernstein,2QrSgd9SW4cZ9F82NiRKAo,Bernstein: Chichester Psalms: III. Psalm 131 - Psalm 133,0.969,0.114,596133,0.0142,0.636,7,0.0697,-30.76,1,0.0441,94.473,3,0.034,0,-2.1221025011837105,-1.5656251254386337,-0.8221445028036022,-2.451284195627459,-3.1617081590340996
Byondindia,4KPoj3MzYNuEIxG8DHaZkP,Stargazing,0.0787,0.69,168934,0.748,0.79,7,0.369,-4.622,0,0.0731,123.847,4,0.63,13,0.6881738561379891,0.7332835825007978,0.1499392649417971,0.5775686980768792,0.8210569843684385
De Lux,7yoGMDPN0fKzGtSg9q9div,Guys Just Want to Have Pleasure,0.0769,0.652,244398,0.8059999999999999,0.000192,0,0.244,-7.491,1,0.0342,110.011,4,0.871,12,0.9102998151522415,1.6628758620534874,-0.30794018663188527,0.3777485418949961,0.38389449311348867
Cumbia Sabrosa,55d9Ux9KkJ1YRAC8d3lX86,Loco,0.446,0.831,154600,0.534,0.0017699999999999,5,0.3339999999999999,-12.063,1,0.0546,106.663,4,0.8909999999999999,0,-0.13139433746632218,1.740020449568233,-0.4187366887906514,1.3190066460149203,-0.3127618017689204
Vulfpeck,2eNKE4PW5uL0pIfGNw01SV,It Gets Funkier IV,0.0326,0.684,196162,0.95,0.877,1,0.11,-9.473,1,0.124,125.475,4,0.325,52,1.4617849547738342,-0.44317137709907906,0.20381522238339547,0.5460181471007929,0.08188819905029199
MK,2NEHZ7R4LD0fGXTiiamR5s,Back & Forth - Franky Rizardo Remix,0.0201,0.7979999999999999,204918,0.892,0.807,2,0.0635,-6.744,1,0.045,125.013,4,0.7070000000000001,37,1.2396589957595818,1.0302902444325703,0.18852609932564493,1.1454786156464425,0.4977182578285279
Romeo Santos,3zVibdZHsVH05p5Crux6xX,La Demanda,0.102,0.865,234480,0.7120000000000001,1.22e-06,6,0.311,-4.519,0,0.0397,122.021,4,0.951,68,0.5503025712325912,1.9714542121124714,0.08951082618973429,1.4977931015460795,0.8367515596905926
John Williams,37FoSZGmYwUviemn4tKSIZ,"Adventures On Earth - From ""E.T. The Extra-Terrestrial"" / Live At Walt Disney Concert Hall, Los Angeles / 2019",0.918,0.1119999999999999,625080,0.244,0.922,7,0.288,-14.952,1,0.0365,71.96600000000001,4,0.038,29,-1.2420241325375854,-1.5501962079356846,-1.566976305099704,-2.461801045952822,-0.7529717833776866
PJ Morton,3Giw6C0tPg9XFbopWRjRVO,Alright - Live,0.742,0.462,102565,0.336,1.47e-05,10,0.175,-12.139,1,0.0635,102.023,5,0.1689999999999999,38,-0.8896864044460121,-1.0448991597140984,-0.5722897861671972,-0.621352239014421,-0.3243422651134222
deadmau5,2vPlEZrLXYhZkMzEFyfroi,Nyquist,0.8190000000000001,0.72,198750,0.477,0.752,5,0.0575,-12.702,1,0.0749,128.049,4,0.265,58,-0.34969053856653615,-0.6746051396433171,0.28899747941943654,0.7353214529573135,-0.41012911857335144
Benny Sings,4ygJODcMdMzX2I8C93z8Dh,Not Enough,0.434,0.943,178680,0.433,0.0554,2,0.0599,-10.775,1,0.0652,101.796,4,0.8140000000000001,49,-0.518199886784245,1.4430137876364615,-0.5798019743362649,1.9079502642352084,-0.11650342298314986
Diana Ross,4fuwA8EM6mjTwlo12zzTnc,Ain't No Mountain High Enough - Eric Kupper Epic Version,0.00227,0.7070000000000001,445786,0.93,0.000917,5,0.0316,-2.34,0,0.0399,121.01,4,0.767,22,1.3851897964930577,1.261724006976808,0.05605345949842242,0.6669619258424593,1.1687756337388797
Mezzo Piano,3PZreJlUu7ICtteIeCR73x,Ghost,0.98,0.515,292500,0.1369999999999999,0.962,10,0.125,-16.386,1,0.038,87.99,4,0.0649,17,-1.6518082293397414,-1.4464367377283511,-1.0366886257113923,-0.34265570539232054,-0.971476841746316
Mandragora,7h0RBYGHRUJnH6g0ZoBX6C,Oie - Dj Moon Remix,0.0177,0.7829999999999999,249600,0.513,0.905,5,0.184,-6.064,0,0.209,150.007,4,0.452,29,-0.21181925366113785,0.046696753619558246,1.0156610380819775,1.0666022382062252,0.6013329298582825
Lawrence Rothman,1Tlu3jK2ayrp7kPTE3kJSk,Geek - Acoustic,0.867,0.368,307195,0.3979999999999999,0.0819,8,0.0782,-5.733,1,0.027,106.15,4,0.205,5,-0.6522414137756046,-0.9060389021875552,-0.4357135721859459,-1.1156442043064487,0.6517688952139424
Skyzoo,6yzpTrdH9zPSgDVTcf4DDC,Hoodie SZN,0.5820000000000001,0.573,233619,0.912,0.0,8,0.118,-5.71,1,0.402,86.925,4,0.513,21,1.3162541540403587,0.2819877455395336,-1.0719330327601038,-0.037667045956814554,0.6552735091208312
Fade Away Sleep Sounds,1pMcfD0TSJYVQRlRCl4BEI,Light Rain with Brown Noise,1.7e-05,0.166,300033,0.441,0.995,1,0.43,-37.245,1,0.0701,114.066,4,0.0263,19,-0.4875618234719342,-1.595325791631811,-0.17374669312716676,-2.177846087168039,-4.149856906259038
Buddy,5MYtu5scs1iz02AVLPLKJc,Black (feat. A$AP Ferg),0.363,0.884,232640,0.6459999999999999,0.0,11,0.0997,-6.864,0,0.4,156.02700000000002,4,0.8690000000000001,51,0.2975385489060272,1.6551614033020132,1.2148829445920653,1.5977031796370211,0.47943331570563
Shootergang JoJo,7drLZJ9R9CfECveSg8ZBLT,Fresh Out,0.0706,0.8759999999999999,128785,0.912,0.0,0,0.102,-4.801,0,0.429,95.973,4,0.5720000000000001,53,1.3162541540403587,0.5095642787080346,-0.7725044928758396,1.5556357783355714,0.7937819457017825
Dj Kick Hardvalt,0CNBG4dlePpHwzvU3R2MkE,Snob Society,0.000542,0.6970000000000001,147692,0.385,0.978,9,0.115,-9.213,1,0.0496,130.005,4,0.2189999999999999,0,-0.7020282666581091,-0.8520376909272335,0.35372805236523863,0.6143776742156478,0.12150557364990427
88rising,2W8d6AkRCP2qD89z1zK5MJ,Plans,0.145,0.917,138391,0.541,3.2500000000000004e-05,0,0.0409,-8.345,1,0.0944,101.005,4,0.752,60,-0.1045860320680503,1.2038655663407485,-0.605978806238172,1.771231210005499,0.25376665500553197
AGST,67o2QERKHgWVaWwjeBMYEE,Emotions,0.0139,0.515,200571,0.7390000000000001,0.8390000000000001,3,0.149,-11.463,1,0.0616,140.064,4,0.192,2,0.6537060349116399,-0.9561828840721401,0.6866139589408147,-0.34265570539232054,-0.22133709115443082
Hailey Kilgore,36LIl1b8eKzBMDmHV3scos,Discovering Daniel / Pray,0.7440000000000001,0.496,412747,0.249,0.0,4,0.144,-11.762,0,0.2239999999999999,74.885,3,0.331,38,-1.222875342967391,-0.4200280008446552,-1.4703768457802782,-0.44256578348326236,-0.2668970719439849
Foeva Beatz,1mLeFirkYQNLVOelkknMEh,Can't Lose,0.4039999999999999,0.745,172174,0.621,0.0,8,0.293,-9.075,0,0.373,145.02200000000002,4,0.659,0,0.2017946010550566,0.8451432343971796,0.8506907384220469,0.8667820820243423,0.14253325709123682
Rain Sounds,6dOtev1twL5rxIPWNOPJcR,Heavy Thunder & Lightning Strike,0.3229999999999999,0.0833,1398000,0.807,0.922,2,0.415,-21.968000000000004,0,0.0657,80.516,4,0.0203,6,0.9141295730662807,-1.6184691678862348,-1.2840282485114574,-2.61271784812177,-1.8220313994964494
Iron & Wine,4ZcsE5rbB0ZsZslS6r0cko,Free Until They Cut Me Down,0.815,0.804,274747,0.381,0.562,4,0.111,-13.183,0,0.0614,129.696,4,0.77,33,-0.7173472983142645,1.2732956951040202,0.34350221032011957,1.17702916662253,-0.48342126158263377
Zach Healy,5PRumOdy5w5X3TDLK3Q1SP,Leisure (feat. Tairey),0.35,0.5429999999999999,230400,0.49,0.0193,10,0.107,-9.316,0,0.057,124.889,4,0.208,21,-0.2999036856840312,-0.8944672140603434,0.18442252517161625,-0.195419800837249,0.10581099832775004
"Soothing White Noise for Infant Sleeping and Massage, Crying & Colic Relief",0QbyS7tHq24Ay3cwabcj9Y,Rain Static,0.802,0.2289999999999999,75611,1.0,0.499,3,0.969,-14.781,0,0.04,73.391,5,1e-05,0,1.6532728504757763,-1.6967323519199446,-1.5198182956683297,-1.8465653019191282,-0.7269157408525572
Horacio Palencia,5YlS7C7LTI6q7MggA32Rjv,Corazón Grupero,0.177,0.823,139480,0.617,0.00543,5,0.287,-7.281000000000001,1,0.068,150.049,4,0.965,14,0.18647556939890123,2.0254554233727937,1.017050958359955,1.2769392447134713,0.4158931418285598
Pace Rush,133hzlZVhzXVPK3fq4vU9L,Flash the Beams!,0.0792,0.77,118835,0.55,0.0,0,0.0874,-10.157,1,0.059,102.006,4,0.337,8,-0.07011821084170072,-0.3968846245902314,-0.5728523729463783,0.998242711091371,-0.022335971050225775
Empty Houses,1vMBf1HdwyWbxayA1KV6tt,You and I,0.1639999999999999,0.408,217809,0.501,0.0,5,0.312,-6.746,1,0.0449,147.241,4,0.49,30,-0.25777634862960397,0.1932714698975756,0.9241248597751835,-0.9053071977992031,0.49741350879314616
JAC,1saOKLYHBoVNXv98liaEBl,3-6-5,0.0723,0.778,203387,0.5920000000000001,0.000811,1,0.0728,-6.7410000000000005,1,0.205,167.981,4,0.586,30,0.09073162154793062,0.5635654899683564,1.6104807303763808,1.0403101123928202,0.4981753813816002
Rapunzel,0H57aTq4CLw1dp2ZslnZhU,"Wind in My Hair - From ""Tangled: Before Ever After""",0.0449,0.419,154775,0.7120000000000001,0.0,0,0.0821,-5.21,1,0.0386,159.84799999999998,4,0.416,35,0.5503025712325912,-0.09216350390698473,1.3413325965480516,-0.8474645210097105,0.731460767966239
Shame,5NSnp0r2x1OkasZpRiV8td,Gold Hole,0.0182,0.502,286693,0.978,0.0259,9,0.215,-4.947,1,0.127,128.974,4,0.204,39,1.5690181763669218,-0.9098961315632926,0.31960881887488957,-0.4110152325071755,0.7715352661189235
Ando Rio,02GZsbLlrrqK57DzKZqhMM,Angel Smile,0.96,0.6609999999999999,334414,0.556,0.879,2,0.102,-10.498,1,0.0761,80.001,4,0.723,0,-0.04713966335746767,1.0920059144443668,-1.3010713185866558,0.4250743683591259,-0.07429568158279379
Steffan Of Orinda,7yazqyyD07JtLTvutBeDSd,His Ways,0.905,0.381,73929,0.2339999999999999,0.00312,5,0.0904,-15.341,1,0.0291,73.615,3,0.258,27,-1.2803217116779742,-0.7016057452734782,-1.5124053875191175,-1.0472846771915938,-0.8122454707594138
Elmo,3AvJmfMbrvsAWLO91YmmYL,Galaxie,0.148,0.701,172190,0.873,0.0,9,0.32,-5.865,0,0.0855,115.101,4,0.322,2,1.1668935953928439,-0.45474306522629093,-0.13949508627701065,0.6354113748663718,0.6316554588787547
Diskord,7g2kMhwQ8RHWM8atDdkKIK,Stranger - Jarvis (UK) Remix,0.00147,0.514,261600,0.913,0.0262,11,0.389,-2.181,0,0.16,150.062,4,0.151,9,1.3200839119543974,-1.1143292884773695,1.017481171779329,-0.3479141305550017,1.1930031820517195
Klahr,5lB0D4GMUwAVA6puyfpTks,Live It Out,0.1,0.6809999999999999,208598,0.789,0.301,11,0.0688,-5.591,0,0.0457,107.006,4,0.457,31,0.8451939306135815,0.06598290049824476,-0.40738567318716956,0.5302428716127489,0.6734060767260382
DJ Koze,3cD60ehaYbqG5wd86xWPeG,Bonfire,0.0849,0.594,325013,0.4589999999999999,0.093,1,0.251,-10.061,1,0.0783,120.94,4,0.461,45,-0.4186261810192355,0.08141181800119399,0.05373692570179325,0.07275988245948954,-0.007708017351907465
JOYRYDE,0bH5YzmIgaQ4ay1t89eMAh,YUCK ft. GOLD,0.0798,0.715,180000,0.86,0.000834,1,0.252,-3.212,1,0.238,149.99,4,0.371,65,1.117106742510339,-0.2657388258151632,1.0150984513027963,0.7090293271439079,1.0359050543124886
Johann Sebastian Bach,21rqkNaWjbkVCc012LsSKM,"English Suite No. 6 in D Minor, BWV 811 (Arr. for Recorder Trio): VI. Gavotte I",0.987,0.2789999999999999,94280,0.0546,0.297,7,0.143,-18.544,0,0.0517,169.451,3,0.596,25,-1.9673802814565413,0.6021377837257295,1.659127940105588,-1.5836440437850707,-1.3003010509230963
Erik Satie,7yGCRLg7AMVM45im4QaYHU,Gnossiennes: I. Lent,0.996,0.415,279168,0.0087,0.903,2,0.0914,-30.471,0,0.0621,73.84,4,0.0357,28,-2.143166169710924,-1.5590678354998804,-1.5049593860299528,-0.868498221660435,-3.117671923421454
Smooth Blaq,4kDJmgsQ6VS9rg9cqux3aH,Sade,0.24,0.772,132923,0.5529999999999999,2.29e-05,9,0.0874,-7.16,0,0.148,130.174,4,0.351,8,-0.05862893709958462,-0.34288341332990935,0.35932082681710026,1.0087595614167333,0.43433045846914853
Parsonsfield,0JgStNsjjw5xGcOwh7LVwX,Kick Out the Windows,0.565,0.701,227987,0.746,0.00343,0,0.196,-7.468,1,0.0285,102.569,4,0.374,15,0.6805143403099113,-0.2541671376879513,-0.5542208225534914,0.6354113748663718,0.3873991070203774
Josh Grider,4ENxNtVn2V2GHDMvwFyQSZ,Pictures Do,0.617,0.589,248347,0.356,0.0,9,0.0916,-7.476,1,0.0275,143.727,4,0.372,29,-0.8130912461652355,-0.26188159643942593,0.8078348631844113,0.04646775664608381,0.38618011087885085
Kyle Hollingsworth,5oKd5nLZrVSif8w3R7LAkM,So Fine,0.1119999999999999,0.639,222653,0.743,0.0,0,0.332,-7.31,1,0.0351,108.063,4,0.778,11,0.6690250665677948,1.3041535301099185,-0.3724060128580728,0.3093890147801412,0.4114742808155263
Willie Nelson,6K1f8Z63AR2ilHAYnAPehe,Fly Me to the Moon,0.594,0.685,164907,0.375,4.83e-05,7,0.093,-9.473,0,0.0368,135.125,4,0.423,37,-0.7403258457984976,-0.06516289827682359,0.5231659529186685,0.551276572263474,0.08188819905029199
Alejandro Fernandez,4itGUqG0j7mOHfAzTZSkAO,Para Sacarte De Mi Vida - Versión Norteña,0.141,0.573,236787,0.7829999999999999,2.49e-05,9,0.0716,-4.736000000000001,0,0.246,184.025,4,0.7959999999999999,53,0.822215383129348,1.3735836588731896,2.1414302765637303,-0.037667045956814554,0.8036862893516855
Nimsy Lopez,1tm0ZcUhc3QfjQIlDweNI2,Espiritu Santo,0.696,0.43,286380,0.4629999999999999,2.19e-06,0,0.0983,-8.012,1,0.0311,119.643,4,0.298,19,-0.40330714936308015,-0.5473165702439863,0.010814863784254608,-0.7896218442202179,0.30450736939657364
Ziggy Marley,6RgJuxEvywiqCHmPv4Ewbg,The Storm Is Coming,0.0819999999999999,0.738,227495,0.762,4.83e-06,9,0.335,-6.215,0,0.0499,154.955,4,0.96,31,0.7417904669345329,2.006169276494107,1.1794068841636907,0.8299731058855743,0.5783243776869693
Will Gittens,0WVkFNcJJKbkcvY3PaI1mH,G Wagon,0.0661,0.703,224836,0.456,0.0123,0,0.107,-8.832,1,0.0343,123.964,4,0.18,20,-0.4301154547613516,-1.0024696365809878,0.15381118571616273,0.6459282251917341,0.1795602648901048
Omy Alka,4v9rQMMXqsjCaMv1lFJa16,Tamo Gucci,0.6920000000000001,0.779,296000,0.769,0.0,4,0.1009999999999999,-6.384,0,0.261,160.032,4,0.484,25,0.7685987723328047,0.1701280936431518,1.3474217710991911,1.0455685375555013,0.5525730841972214
The Visionary And The Architect,2x3D2TXwKPIecdzcoQOKgc,Preskooled,0.0969999999999999,0.59,301714,0.58,0.0,9,0.0966,-4.6930000000000005,1,0.309,94.028,4,0.708,3,0.0447745265794641,1.0341474738083072,-0.8368710390821715,0.051726181808764954,0.8102383936123906
Wade Bowen,3Hyupd0svDiPkTtTYYb8sF,Acuna,0.0012699999999999,0.5820000000000001,239187,0.708,2.47e-05,9,0.186,-6.275,1,0.0255,105.987,4,0.711,32,0.5349835395764354,1.045719161935519,-0.44110778659809646,0.009658780507316358,0.5691819066255204
Dyepalom,6GYLytYJxNyztFZ3bSV6ac,Glwa Pou Bondye,0.531,0.6920000000000001,325358,0.3939999999999999,0.0,2,0.262,-14.856,1,0.0475,125.118,4,0.5670000000000001,0,-0.66756044543176,0.4902781318293481,0.19200090002058798,0.588085548402242,-0.7383438296793683
Armin van Buuren,6p7bCfsqatMbpztTBybYI2,Therapy (ASOT 864) - Club Mix,0.0015,0.485,187029,0.62,0.00271,2,0.475,-11.864,0,0.0384,129.82399999999998,4,0.129,13,0.19796484314101775,-1.19918833474359,0.3477381578339549,-0.500408460272755,-0.2824392727484481
Johann Sebastian Bach,1NDi8h10BAOsh9cOIrgx7m,"ゴールドベルク変奏曲 ト長調, BWV 988: 第 6変奏 ― 2度のカノン",0.994,0.305,96253,0.181,0.892,7,0.158,-24.68,1,0.0441,130.363,4,0.514,2,-1.4832988811220322,0.28584497491527094,0.3655754680679981,-1.4469249895553606,-2.235271091473941
Kidz Bop Kids,0VieNeIqpt4fYqLHajm5zb,Let It Snow! Let It Snow! Let It Snow!,0.000605,0.65,162000,0.8390000000000001,0.0,1,0.0771,-3.5810000000000004,1,0.0509,160.043,4,0.905,30,1.0366818263155235,1.7940216608285557,1.3477857978386614,0.3672316915696338,0.9796788572845775
T-killah,2jsu0NmQVD8JzWjpMAFmOR,Лей в баре лей,0.0328,0.727,212308,0.664,0.0011099999999999,0,0.211,-7.159,0,0.0473,114.003,4,0.583,50,0.3664741913587268,0.5519938018411445,-0.17583157354413287,0.7721304290960816,0.43448283298683943
BlastBlicka,5pnYFiOnK4XAC03G211mDn,In the Main,0.222,0.55,178651,0.605,0.0,1,0.19,-8.25,1,0.49,82.905,4,0.493,5,0.14051847443043514,0.20484315802478753,-1.2049682593665074,-0.15861082469848037,0.26824223418615956
Boosie Badazz,7ASatGqkaklr7DooDCaVP0,Let Me Be Me,0.0327,0.858,248372,0.486,0.0,9,0.106,-10.433,0,0.254,149.92600000000002,4,0.628,27,-0.3152227173401866,0.7255691237493233,1.0129804775458788,1.4609841254073115,-0.06439133793289085
Sophie Simmons,7udO26CXblFHuWUBsCC4Lb,Burn Me Down,0.0296,0.6890000000000001,178667,0.5760000000000001,0.000252,7,0.1159999999999999,-5.996,0,0.0357,121.945,4,0.162,32,0.029455494923309157,-1.071899765344259,0.08699573235339406,0.5723102729141986,0.6116943970612578
Matroda,10zbjlcFLQAbi23A9nFQbu,Damn Floor,0.0204,0.8959999999999999,231572,0.867,0.6659999999999999,6,0.144,-5.19,0,0.0679,127.966,4,0.2239999999999999,23,1.1439150479086106,-0.8327515440485469,0.2862507322034332,1.6608042815891944,0.7345082583200553
Beach House,31TsIuRykzLRn5Rm9Pxz0G,Girl Of The Year,0.3429999999999999,0.358,231360,0.6809999999999999,0.921,10,0.485,-7.282999999999999,1,0.0352,70.01899999999999,4,0.0769,46,0.4315800758973867,-1.4001499852195036,-1.6314090379859405,-1.16822845593326,0.4155883927931785
